order_id,tanggal,kategori,kota,unit_terjual,harga_satuan,metode_pembayaran
ORD-1564,2026-07-26T00:00:00.000000,Rumah Tangga,Yogyakarta,9,75000,E-Wallet
ORD-1565,2026-07-26T00:00:00.000000,Fashion,Semarang,8,150000,Transfer Bank
ORD-1566,2026-07-29T00:00:00.000000,Elektronik,Yogyakarta,7,50000,E-Wallet
ORD-1567,2026-07-06T00:00:00.000000,Makanan & Minuman,Solo,9,75000,E-Wallet
ORD-1568,2026-07-20T00:00:00.000000,Makanan & Minuman,Magelang,2,50000,Kartu Kredit
ORD-1569,2026-07-24T00:00:00.000000,Elektronik,Semarang,3,100000,Transfer Bank
ORD-1570,2026-07-26T00:00:00.000000,Fashion,Semarang,1,250000,COD
ORD-1571,2026-07-11T00:00:00.000000,Kesehatan & Kecantikan,Semarang,4,100000,Kartu Kredit
ORD-1572,2026-07-13T00:00:00.000000,Fashion,Magelang,1,50000,E-Wallet
ORD-1573,2026-07-18T00:00:00.000000,Fashion,Yogyakarta,9,75000,COD
ORD-1574,2026-07-18T00:00:00.000000,Rumah Tangga,Solo,2,150000,Kartu Kredit
ORD-1575,2026-07-13T00:00:00.000000,Fashion,Solo,1,50000,Kartu Kredit
ORD-1576,2026-07-21T00:00:00.000000,Elektronik,Semarang,2,25000,COD
ORD-1577,2026-07-03T00:00:00.000000,Elektronik,Magelang,3,100000,COD
ORD-1578,2026-07-12T00:00:00.000000,Makanan & Minuman,Magelang,1,50000,COD
ORD-1579,2026-07-17T00:00:00.000000,Rumah Tangga,Semarang,7,150000,COD
ORD-1580,2026-07-11T00:00:00.000000,Kesehatan & Kecantikan,Yogyakarta,8,25000,E-Wallet
ORD-1581,2026-07-15T00:00:00.000000,Rumah Tangga,Semarang,3,250000,COD
ORD-1582,2026-07-28T00:00:00.000000,Fashion,Semarang,1,25000,E-Wallet
ORD-1583,2026-07-26T00:00:00.000000,Kesehatan & Kecantikan,Solo,7,250000,COD
ORD-1584,2026-07-21T00:00:00.000000,Fashion,Semarang,8,25000,Kartu Kredit
ORD-1585,2026-07-10T00:00:00.000000,Kesehatan & Kecantikan,Solo,8,100000,COD
ORD-1586,2026-07-10T00:00:00.000000,Fashion,Semarang,9,50000,E-Wallet
ORD-1587,2026-07-02T00:00:00.000000,Fashion,Solo,5,25000,COD
ORD-1588,2026-07-10T00:00:00.000000,Elektronik,Yogyakarta,5,500000,E-Wallet
ORD-1589,2026-07-06T00:00:00.000000,Elektronik,Magelang,8,50000,E-Wallet
ORD-1590,2026-07-15T00:00:00.000000,Fashion,Solo,1,25000,COD
ORD-1591,2026-07-06T00:00:00.000000,Rumah Tangga,Solo,5,150000,Transfer Bank
ORD-1592,2026-07-15T00:00:00.000000,Rumah Tangga,Semarang,8,500000,E-Wallet
ORD-1593,2026-07-22T00:00:00.000000,Kesehatan & Kecantikan,Purworejo,3,75000,Transfer Bank
ORD-1594,2026-07-09T00:00:00.000000,Elektronik,Semarang,6,150000,Transfer Bank
ORD-1595,2026-07-10T00:00:00.000000,Makanan & Minuman,Solo,2,50000,Kartu Kredit
ORD-1596,2026-07-13T00:00:00.000000,Rumah Tangga,Solo,8,150000,E-Wallet
ORD-1597,2026-07-18T00:00:00.000000,Rumah Tangga,Magelang,4,250000,COD
ORD-1598,2026-07-08T00:00:00.000000,Elektronik,Magelang,1,100000,E-Wallet
ORD-1599,2026-07-11T00:00:00.000000,Kesehatan & Kecantikan,Solo,3,150000,COD
